Freelancer_ID,Skills,Experience_Years,Description,Project_Rate,Rating,Jobs_Completed
F3874,"linear regression, numpy, tableau, chatgpt",10,"Senior Data Science professional with 10 years of experience specializing in linear regression, numpy, tableau. Brings deep expertise in chatgpt, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4351-$8865,4.9,160
F3875,"transact-sql, database programming, database architecture",10,"Senior Database Management professional with 10 years of experience specializing in transact-sql, database programming, database architecture. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3148-$5574,4.8,106
F3876,"kotlin, mobile app redesign",10,"Senior Mobile Development professional with 10 years of experience specializing in kotlin, mobile app redesign. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$1598-$8589,4.6,149
F3877,"character animation, image enhancement, photo restoration, 2d illustration, digital illustration",13,"Senior Graphic & Visual Design professional with 13 years of experience specializing in character animation, image enhancement, photo restoration. Brings deep expertise in 2d illustration, digital illustration, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$1979-$6226,4.7,190
F3878,"sales strategy, business consulting",3,"Entry-level Business & Consulting professional with 3 years of experience specializing in sales strategy, business consulting. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$249-$555,3.5,8
F3879,"swift, mobile app testing, mobile app improvement",6,"Mid-level Mobile Development professional with 6 years of experience specializing in swift, mobile app testing, mobile app improvement. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$609-$2655,4.4,11
F3880,"kubernetes, ci/cd, aws cloudfront, docker, azure iot core",3,"Entry-level DevOps professional with 3 years of experience specializing in kubernetes, ci/cd, aws cloudfront. Brings deep expertise in docker, azure iot core, enthusiastic about solving real-world challenges and expanding expertise.",$480-$843,3.7,9
F3881,"teaching spanish, distance education, teaching english, learning theory, higher education",14,"Senior Education & Training professional with 14 years of experience specializing in teaching spanish, distance education, teaching english. Brings deep expertise in learning theory, higher education, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2144-$6274,4.9,143
F3882,"software developer, website, php, web development plugin, html5",10,"Senior Web Development professional with 10 years of experience specializing in software developer, website, php. Brings deep expertise in web development plugin, html5, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4871-$9221,4.9,82
F3883,"ghostwriting, academic writing, product documentation, content marketing strategy, blog content",7,"Mid-level Writing & Content Creation professional with 7 years of experience specializing in ghostwriting, academic writing, product documentation. Brings deep expertise in content marketing strategy, blog content, proficient in developing scalable solutions and optimizing workflows.",$1463-$1520,4.7,10
F3884,"scrum, milestones, lean startup, project objectives, agile project management",5,"Mid-level Project Management professional with 5 years of experience specializing in scrum, milestones, lean startup. Brings deep expertise in project objectives, agile project management, proficient in developing scalable solutions and optimizing workflows.",$862-$1744,4.4,25
F3885,"serverless computing, azure iot core, azure blockchain service",3,"Entry-level DevOps professional with 3 years of experience specializing in serverless computing, azure iot core, azure blockchain service. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$354-$747,3.9,2
F3886,"spanish to english translation, english to norwegian translation, english, hebrew",9,"Senior Translation & Languages professional with 9 years of experience specializing in spanish to english translation, english to norwegian translation, english. Brings deep expertise in hebrew, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3073-$5038,4.9,186
